Feature_ID,BL21_12hr-BL21_3hr_logFC,BL21_12hr-control_12hr_logFC,BL21_3hr-control_3hr_logFC,CC_12hr-CC_3hr_logFC,CC_12hr-control_12hr_logFC,CC_3hr-control_3hr_logFC,control_12hr-control_3hr_logFC,LPS_12hr-control_12hr_logFC,LPS_12hr-LPS_3hr_logFC,LPS_3hr-control_3hr_logFC
ENSG00000160633,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000160679,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000160685,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000160688,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000160691,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000160695,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000160703,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000160710,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000160712,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000160714,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000160741,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000160746,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000160752,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000160753,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000160767,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000160783,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000160785,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000160789,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000160796,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000160799,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000160803,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000160813,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000160818,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000160877,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000160886,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000160888,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000160908,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000160917,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000160932,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000160948,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000160949,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000160953,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000160957,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000160959,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000160961,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000160972,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000160991,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000160993,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000161010,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000161011,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000161013,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000161016,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000161021,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000161036,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000161048,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000161057,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000161091,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000161133,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000161179,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000161202,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000161203,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000161204,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000161217,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000161243,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000161249,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000161265,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000161267,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000161277,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000161281,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000161298,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000161395,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000161513,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000161526,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000161533,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000161542,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000161544,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000161547,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000161551,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000161558,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000161618,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000161638,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000161642,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000161647,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000161653,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000161654,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000161664,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000161671,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000161677,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000161692,underexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000161714,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000161791,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000161800,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000161813,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000161847,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000161860,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000161888,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000161896,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000161904,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000161920,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000161921,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000161929,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000161955,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000161956,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000161958,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000161960,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000161970,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000161980,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000161981,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000161996,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000162062,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000162063,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000162065,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000162066,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000162073,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000162076,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000162078,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000162086,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000162104,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000162129,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000162139,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000162144,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000162148,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000162174,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000162191,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000162194,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000162222,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000162227,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000162231,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000162236,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000162241,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000162244,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000162298,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000162300,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000162302,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000162337,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000162341,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000162366,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000162367,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000162368,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000162377,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000162378,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000162384,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000162385,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000162390,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000162396,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000162402,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000162407,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000162408,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000162409,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000162413,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000162419,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000162426,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000162430,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000162433,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000162434,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000162437,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000162441,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000162444,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000162458,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000162461,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000162490,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000162496,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000162511,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000162512,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000162517,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000162520,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000162521,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000162522,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000162542,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000162545,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000162572,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000162585,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000162591,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000162599,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000162600,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000162601,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000162604,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000162607,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000162613,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000162614,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000162616,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000162618,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
